Fiscal Year,Agency Name,Bureau Name,Account Name,Category,Version,Amount
2019,Other Independent Agencies (Off-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-96.13302095197521
2019,Other Independent Agencies (Off-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-118.18445478500612
2019,Other Independent Agencies (Off-Budget),"Total, General Government",Other interest,Discretionary,Actual,-68.04372862821893
2019,(On-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-109552.67519568207
2019,(On-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-12833.453251237981
2019,(On-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-15777.249695129462
2019,(On-budget),"Total, General Government",Other interest,Discretionary,Actual,-9083.621857950455
2019,(Off-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,-74816.5155487215
2019,(Off-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,-8764.315914695988
2019,(Off-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,-10774.714948980445
2019,(Off-budget),"Total, General Government",Other interest,Discretionary,Actual,-6203.453587602055
2020,Legislative Branch,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,4017.748111451562
2020,Legislative Branch,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,433.59737120930055
2020,Legislative Branch,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,605.7940436986337
2020,Legislative Branch,"Total, General Government",Other interest,Discretionary,Actual,311.8604736405028
2020,Judicial Branch,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,208.4482938123925
2020,Judicial Branch,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,21.386195415823618
2020,Judicial Branch,"Total, Administration of Justice",Central fiscal operations,Discretionary,Actual,543.1556743684145
2020,Judicial Branch,"Total, Administration of Justice",General property and records management,Discretionary,Actual,3.4003155891268055
2020,Judicial Branch,"Total, Administration of Justice",Central personnel management,Discretionary,Actual,10.335169751161704
2020,Judicial Branch,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Actual,6944.070806921271
2020,Judicial Branch,"Total, Administration of Justice",Other general government,Discretionary,Actual,423.8314417868199
2020,Judicial Branch,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Actual,96.37210235498839
2020,Department of Agriculture,"Total, Agriculture",Mortgage credit,Discretionary,Actual,169235.47760055476
2020,Department of Agriculture,"Total, Agriculture",Postal service,Discretionary,Actual,14985.522399445204
2020,Department of Commerce,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,11910.314572893101
2020,Department of Commerce,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,1285.3670627988877
2020,Department of Commerce,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,1795.8312534005318
2020,Department of Commerce,"Total, General Government",Other interest,Discretionary,Actual,924.4871109074767
2020,Department of Defense--Military Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Actual,226128.99938495812
2020,Department of Defense--Military Programs,"Total, National Defense",International security assistance,Discretionary,Actual,96777.37945760273
2020,Department of Defense--Military Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Actual,133157.02185139194
2020,Department of Defense--Military Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Actual,12986.434776554115
2020,Department of Defense--Military Programs,"Total, National Defense",International financial programs,Discretionary,Actual,221314.16452949302
2020,Department of Education,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Actual,192441.95426856185
2020,Department of Education,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Actual,10600.028700530509
2020,Department of Education,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Actual,1374.0170309076425
2020,Department of Energy,"Total, Energy",Water resources,Discretionary,Actual,6726.5101425374
2020,Department of Energy,"Total, Energy",Conservation and land management,Discretionary,Actual,10218.49683119331
2020,Department of Energy,"Total, Energy",Recreational resources,Discretionary,Actual,3167.3263046295197
2020,Department of Energy,"Total, Energy",Pollution control and abatement,Discretionary,Actual,6592.870868182351
2020,Department of Energy,"Total, Energy",Other natural resources,Discretionary,Actual,5341.7958534574145
2020,Department of Health and Human Services,"Total, Health",Medicare,Mandatory,Actual,572296.3362508481
2020,Department of Health and Human Services,"Total, Health",General retirement and disability insurance (excluding social security),Mandatory,Actual,1552.7148496173902
2020,Department of Health and Human Services,"Total, Health",Federal employee retirement and disability,Mandatory,Actual,113410.11566849553
2020,Department of Health and Human Services,"Total, Health",Unemployment compensation,Mandatory,Actual,350300.1378013435
2020,Department of Health and Human Services,"Total, Health",Housing assistance,Mandatory,Actual,39073.707922684895
2020,Department of Health and Human Services,"Total, Health",Food and nutrition assistance,Mandatory,Actual,85074.17558523509
2020,Department of Health and Human Services,"Total, Health",Other income security,Mandatory,Actual,342246.81192177517
2020,Department of Homeland Security,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,2323.3483626780603
2020,Department of Homeland Security,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,238.36885970382002
2020,Department of Homeland Security,"Total, Administration of Justice",Central fiscal operations,Discretionary,Actual,6053.970620929734
2020,Department of Homeland Security,"Total, Administration of Justice",General property and records management,Discretionary,Actual,37.899651333662185
2020,Department of Homeland Security,"Total, Administration of Justice",Central personnel management,Discretionary,Actual,115.19499286942022
2020,Department of Homeland Security,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Actual,77398.06953805777
2020,Department of Homeland Security,"Total, Administration of Justice",Other general government,Discretionary,Actual,4723.9920668918785
2020,Department of Homeland Security,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Actual,1074.1559075356329
2020,Department of Housing and Urban Development,"Total, Community and Regional Development","Elementary, secondary, and vocational education",Discretionary,Actual,7168.640191121914
2020,Department of Housing and Urban Development,"Total, Community and Regional Development",Higher education,Discretionary,Actual,21354.4566652927
